user_input,reference
"Sau khi tiếp nhận, công chức tư pháp hộ tịch sẽ thẩm tra những gì trong hồ sơ đăng ký khai tử?","Thẩm tra tính thống nhất, hợp lệ của các thông tin trong hồ sơ, giấy tờ, tài liệu do người yêu cầu nộp, xuất trình hoặc đính kèm."
Ai là người cuối cùng nhận Trích lục khai tử tại Bộ phận một cửa?,Người có yêu cầu đăng ký khai tử.
"Sau khi tiếp nhận hồ sơ đăng ký khai tử trực tiếp, cán bộ phải làm gì với hồ sơ giấy?","Thực hiện số hóa (sao chụp, chuyển thành tài liệu điện tử) và ký số vào tài liệu, hồ sơ."
Phiếu xin lỗi và hẹn lại ngày trả kết quả đăng ký khai tử được gửi đến người yêu cầu nộp hồ sơ trực tuyến bằng cách nào?,Gửi qua thư điện tử hoặc gửi tin nhắn qua điện thoại di động.
Khi nào người yêu cầu không phải xuất trình giấy tờ chứng minh nơi cư trú của người chết để đăng ký khai tử?,Khi các thông tin về giấy tờ chứng minh nơi cư trú đã được khai thác từ Cơ sở dữ liệu quốc gia về dân cư.
"Khi đến nhận kết quả đăng ký khai tử, người nộp hồ sơ trực tuyến phải xuất trình và nộp giấy tờ gì?",Phải xuất trình giấy tờ tuỳ thân và nộp các giấy tờ là thành phần hồ sơ đăng ký lại khai tử theo quy định.
Mục đích của việc xuất trình giấy tờ chứng minh nơi cư trú cuối cùng của người chết khi đăng ký khai tử là gì?,Để xác định thẩm quyền.
"Khi nhận Trích lục khai tử, người yêu cầu cần kiểm tra thông tin trên những văn bản nào?",Kiểm tra thông tin trên Trích lục khai tử và trong Sổ đăng ký khai tử.
"Để thực hiện thủ tục đăng ký khai tử trực tuyến, người dân cần truy cập vào địa chỉ trang web nào?",Người dân cần truy cập vào Cổng Dịch vụ công Quốc gia tại địa chỉ dichvucong.gov.vn.
"Tại trang chủ Cổng dịch vụ công, để bắt đầu thủ tục đăng ký khai tử, người dân cần chọn mục nào trong phần ""Công dân""?","Từ trang chủ, người dân cần chọn ""Người thân qua đời"" ở phần ""Công dân""."
"Sau khi chọn mục ""Người thân qua đời"", bước tiếp theo để tiến hành đăng ký khai tử là gì?","Sau khi chọn ""Người thân qua đời"", người dân cần nhấn vào mục ""Khai tử""."
"Sau khi đã nộp hồ sơ đăng ký khai tử, làm thế nào để người dân có thể biết được tiến độ xử lý?","Sau khi nộp thủ tục, người dân có thể theo dõi tình trạng hồ sơ của mình trên cổng dịch vụ công."
"Để thực hiện thủ tục đăng ký khai sinh cho trẻ em trực tuyến, người dân cần truy cập vào địa chỉ trang web nào?",Người dân cần truy cập vào Cổng Dịch vụ công Quốc gia tại địa chỉ dichvucong.gov.vn.
"Tại trang chủ Cổng dịch vụ công, để bắt đầu thủ tục đăng ký khai sinh, người dân cần chọn mục nào trong phần ""Công dân""?","Từ trang chủ, người dân cần chọn ""Có con nhỏ"" ở phần ""Công dân""."
"Sau khi chọn mục ""Có con nhỏ"", bước tiếp theo để tiến hành đăng ký khai sinh là gì?","Sau khi chọn ""Có con nhỏ"", người dân cần nhấn vào mục ""Khai sinh""."
"Sau khi đã nộp hồ sơ đăng ký khai sinh, làm thế nào để người dân có thể biết được tiến độ xử lý?","Sau khi nộp thủ tục, người dân có thể theo dõi tình trạng hồ sơ của mình trên cổng dịch vụ công."
Mã thủ tục hành chính cho việc đăng ký khai sinh là gì?,Mã thủ tục là 1.001193.
Số quyết định liên quan đến thủ tục đăng ký khai sinh là bao nhiêu?,Số quyết định là 85/QĐ-BTP.
Tên chính thức của thủ tục được đề cập trong tài liệu là gì?,Tên thủ tục là Thủ tục đăng ký khai sinh.
Thủ tục đăng ký khai sinh được thực hiện ở cấp nào?,Thủ tục đăng ký khai sinh được thực hiện ở Cấp Xã.
Thủ tục đăng ký khai sinh thuộc loại thủ tục hành chính nào?,Đây là loại TTHC được luật giao quy định chi tiết.
Lĩnh vực quản lý của thủ tục đăng ký khai sinh là gì?,Lĩnh vực là Hộ tịch.
Đối tượng nào có thể thực hiện thủ tục đăng ký khai sinh?,Đối tượng thực hiện là Công dân Việt Nam và Người Việt Nam định cư ở nước ngoài.
Cơ quan nào trực tiếp thực hiện thủ tục đăng ký khai sinh?,Cơ quan thực hiện là Ủy ban nhân dân cấp xã.
Cơ quan nào có thẩm quyền quyết định việc đăng ký khai sinh?,Cơ quan có thẩm quyền là Ủy ban nhân dân cấp xã.
Kết quả thực hiện của thủ tục đăng ký khai sinh bao gồm những gì?,"Giấy khai sinh, Bản sao giấy khai sinh, Bản điện tử Giấy khai sinh."
Thủ tục đăng ký khai sinh có yêu cầu hay điều kiện thực hiện nào không?,"Không, tài liệu ghi rõ mục Yêu cầu, điều kiện thực hiện là ""Không""."
Thời hạn để cha mẹ phải đi đăng ký khai sinh cho con là bao lâu?,Trong thời hạn 60 ngày kể từ ngày sinh con.
"Nếu cha mẹ không thể đăng ký khai sinh cho con, ai có trách nhiệm thực hiện việc này?","Ông hoặc bà hoặc người thân thích khác hoặc cá nhân, tổ chức đang nuôi dưỡng trẻ em."
"Khi ông bà đi đăng ký khai sinh cho cháu, có cần văn bản ủy quyền của cha mẹ không?","Không, nhưng phải thống nhất với cha, mẹ trẻ em về các nội dung khai sinh."
"Khi nộp hồ sơ đăng ký khai sinh trực tiếp, người yêu cầu cần nộp tại đâu?",Người có yêu cầu nộp hồ sơ tại Bộ phận một cửa của UBND cấp xã có thẩm quyền.
"Để nộp hồ sơ đăng ký khai sinh trực tuyến, người yêu cầu cần truy cập vào đâu?",Người yêu cầu truy cập Cổng dịch vụ công quốc gia hoặc Cổng dịch vụ công cấp tỉnh.
"Khi đăng ký khai sinh trực tuyến, người yêu cầu cung cấp thông tin qua biểu mẫu nào?",Người yêu cầu cung cấp thông tin theo biểu mẫu điện tử tương tác đăng ký khai sinh.
Ai có trách nhiệm kiểm tra tính chính xác và hợp lệ của hồ sơ đăng ký khai sinh?,Cán bộ tiếp nhận hồ sơ tại Bộ phận một cửa.
Khi nào người nộp hồ sơ đăng ký khai sinh trực tiếp sẽ nhận được Phiếu hẹn?,"Khi tiếp nhận hồ sơ sau 15 giờ, sẽ có Phiếu hẹn trả kết quả trong ngày làm việc tiếp theo."
"Nếu hồ sơ đăng ký khai sinh chưa đầy đủ, cán bộ sẽ xử lý như thế nào?","Có thông báo cho người yêu cầu bổ sung, hoàn thiện hồ sơ, nêu rõ loại giấy tờ, nội dung cần bổ sung."
"Điều gì xảy ra nếu người yêu cầu không thể bổ sung, hoàn thiện hồ sơ đăng ký khai sinh?",Trưởng bộ phận một cửa sẽ có thông báo từ chối giải quyết yêu cầu đăng ký khai sinh.
Ai là người thực hiện thẩm tra chi tiết hồ sơ đăng ký khai sinh sau khi tiếp nhận?,Công chức tư pháp - hộ tịch.
"Nếu không tra cứu được tình trạng hôn nhân của cha mẹ khi đăng ký khai sinh, cơ quan đăng ký sẽ làm gì?","Đề nghị Ủy ban nhân dân cấp xã nơi người yêu cầu thường trú/nơi đã đăng ký kết hôn xác minh, cung cấp thông tin."
Trong trường hợp nào công chức phải lập Phiếu xin lỗi khi giải quyết hồ sơ đăng ký khai sinh?,"Khi cần phải kiểm tra, xác minh làm rõ hoặc do nguyên nhân khác mà không thể trả kết quả đúng thời gian đã hẹn."
"Khi hồ sơ đăng ký khai sinh hợp lệ, công chức tư pháp - hộ tịch sẽ ghi thông tin vào đâu?","Ghi vào Sổ đăng ký khai sinh và cập nhật thông tin trên Phần mềm đăng ký, quản lý hộ tịch điện tử dùng chung."
Mục đích của việc chuyển thông tin đăng ký khai sinh đến CSDLQGVDC là gì?,Để lấy Số định danh cá nhân cho trẻ.
"Đối với hồ sơ đăng ký khai sinh trực tuyến, người yêu cầu có trách nhiệm gì sau khi nhận biểu mẫu Giấy khai sinh điện tử?","Có trách nhiệm kiểm tra tính chính xác, đầy đủ của các thông tin trên biểu mẫu và xác nhận."
Thời hạn tối đa để người yêu cầu xác nhận thông tin trên biểu mẫu Giấy khai sinh điện tử là bao lâu?,Tối đa một ngày.
"Nếu người yêu cầu đăng ký khai sinh không phản hồi việc xác nhận Giấy khai sinh điện tử, công chức sẽ làm gì?","Công chức sẽ thực hiện việc ghi nội dung vào Sổ đăng ký khai sinh, cập nhật thông tin và lấy Số định danh cá nhân."
"Sau khi có Số định danh cá nhân, bước tiếp theo trong quy trình đăng ký khai sinh là gì?","Công chức tư pháp - hộ tịch in Giấy khai sinh, trình Lãnh đạo UBND ký, và chuyển tới Bộ phận một cửa."
"Khi đến nhận kết quả đăng ký khai sinh, người yêu cầu phải làm gì?","Kiểm tra thông tin trên Giấy khai sinh, trong Sổ đăng ký khai sinh và ký tên vào Sổ đăng ký khai sinh, nhận Giấy khai sinh."
Giấy tờ chính phải nộp khi đăng ký khai sinh cho trẻ là gì?,Giấy chứng sinh.
"Nếu không có Giấy chứng sinh, người dân cần nộp gì để đăng ký khai sinh?","Nộp văn bản của người làm chứng xác nhận về việc sinh, nếu không có người làm chứng thì phải có giấy cam đoan về việc sinh."
Hồ sơ đăng ký khai sinh cho trẻ bị bỏ rơi cần phải có giấy tờ gì?,Phải có biên bản về việc trẻ bị bỏ rơi do cơ quan có thẩm quyền lập.
Hồ sơ đăng ký khai sinh cho trẻ sinh ra do mang thai hộ cần có văn bản gì?,Phải có văn bản xác nhận của cơ sở y tế đã thực hiện kỹ thuật hỗ trợ sinh sản cho việc mang thai hộ.
"Khi ủy quyền thực hiện việc đăng ký khai sinh, văn bản ủy quyền có cần chứng thực không?","Có, văn bản ủy quyền phải được chứng thực theo quy định của pháp luật."
"Khi ủy quyền đăng ký khai sinh, văn bản ủy quyền không phải chứng thực trong trường hợp nào?","Trường hợp người được ủy quyền là ông, bà, cha, mẹ, con, vợ, chồng, anh, chị, em ruột của người ủy quyền."
Những loại giấy tờ nào cần xuất trình để chứng minh nhân thân của người đi đăng ký khai sinh?,"Hộ chiếu, Chứng minh nhân dân, Thẻ căn cước công dân, Thẻ căn cước, Căn cước điện tử, Giấy chứng nhận căn cước hoặc giấy tờ khác có dán ảnh còn giá trị sử dụng."
"Khi nộp hồ sơ đăng ký khai sinh trực tuyến, người yêu cầu cần sử dụng biểu mẫu nào?",Mẫu hộ tịch điện tử tương tác đăng ký khai sinh.
"Khi đến nhận kết quả đăng ký khai sinh, người yêu cầu phải nộp bản chính giấy tờ gì?",Phải nộp bản chính Giấy chứng sinh.
"Ngoài Giấy chứng sinh, người yêu cầu đăng ký khai sinh cần xuất trình giấy tờ gì khi nhận kết quả nếu thông tin kết hôn chưa có trên CSDL?",Xuất trình giấy tờ tuỳ thân và bản chính Giấy chứng nhận kết hôn.
"Hậu quả của việc nộp giấy tờ đăng ký khai sinh bị tẩy xóa, sửa chữa, làm giả là gì?",Cơ quan đăng ký hộ tịch có thẩm quyền hủy bỏ kết quả đăng ký khai sinh.
"Khi nộp hồ sơ đăng ký khai sinh trực tiếp, người tiếp nhận có được yêu cầu nộp bản sao giấy tờ không?","Không, người tiếp nhận chỉ kiểm tra, đối chiếu và trả lại cho người xuất trình, không được yêu cầu nộp bản sao hoặc bản chụp."
Người yêu cầu đăng ký khai sinh có thể nộp loại bản sao nào thay cho bản chính để đối chiếu?,"Có thể nộp bản sao chứng thực từ bản chính, bản sao được cấp từ sổ gốc hoặc bản chụp kèm theo bản chính giấy tờ để đối chiếu."
"Khi đăng ký khai sinh cho trẻ bị bỏ rơi, ai có trách nhiệm lập biên bản?",Chủ tịch Ủy ban nhân dân cấp xã hoặc Trưởng công an cấp xã.
Việc niêm yết về trẻ bị bỏ rơi tại trụ sở UBND để đăng ký khai sinh diễn ra trong bao lâu?,Trong 07 ngày liên tục.
"Khi đăng ký khai sinh cho trẻ chưa xác định được cha, họ và dân tộc của con được xác định như thế nào?","Được xác định theo họ, dân tộc, quê quán, quốc tịch của mẹ."
"Khi đăng ký khai sinh cho trẻ chưa xác định được cha, phần ghi về cha trong Sổ hộ tịch sẽ như thế nào?",Phần ghi về cha của trẻ để trống.
Khi nào cơ quan đăng ký khai sinh sẽ kết hợp giải quyết việc nhận con?,"Khi vào thời điểm đăng ký khai sinh, người cha/mẹ yêu cầu làm thủ tục nhận con."
"Khi đăng ký khai sinh cho trẻ chưa xác định được mẹ, phần ghi về mẹ trong Sổ hộ tịch sẽ như thế nào?",Phần khai về mẹ của trẻ để trống.
"Khi đăng ký khai sinh cho trẻ chưa xác định được cả cha và mẹ, Sổ hộ tịch sẽ ghi chú điều gì?","Ghi rõ “Trẻ chưa xác định được cha, mẹ”."
Yêu cầu về việc đặt tên cho trẻ khi đăng ký khai sinh là gì?,"Phải phù hợp với pháp luật, giữ gìn bản sắc dân tộc, tập quán, truyền thống văn hóa tốt đẹp của Việt Nam, không đặt tên quá dài, khó sử dụng."
"Nếu cha mẹ không thỏa thuận được về họ của con khi đăng ký khai sinh, họ của con được xác định như thế nào?",Họ của con được xác định theo tập quán nhưng phải bảo đảm theo họ của cha hoặc mẹ.
"Nếu cha mẹ không thỏa thuận được về dân tộc của con khi đăng ký khai sinh, dân tộc của con được xác định như thế nào?",Dân tộc của con được xác định theo tập quán nhưng phải bảo đảm theo dân tộc của cha hoặc mẹ.
"Nếu cha mẹ không thỏa thuận được về quê quán của con khi đăng ký khai sinh, quê quán của con được xác định như thế nào?",Quê quán của con được xác định theo tập quán nhưng phải bảo đảm theo quê quán của cha hoặc mẹ.
Việc thanh toán lệ phí khi đăng ký khai sinh trực tuyến được thực hiện như thế nào?,Thông qua chức năng thanh toán trực tuyến hoặc bằng cách thức khác theo quy định pháp luật.
"Khi ủy quyền đăng ký khai sinh cho anh ruột, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
"Khi ủy quyền đăng ký khai sinh cho cha/mẹ, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
Yêu cầu đối với bản chụp giấy tờ khi nộp hồ sơ đăng ký khai sinh trực tuyến là gì?,"Phải bảo đảm rõ nét, đầy đủ, toàn vẹn về nội dung, được chụp từ giấy tờ hợp lệ, còn giá trị sử dụng."
Giấy tờ đăng ký khai sinh do cơ quan nước ngoài cấp cần đáp ứng điều kiện gì?,"Phải được hợp pháp hóa lãnh sự, dịch sang tiếng Việt, trừ trường hợp được miễn."
"Nếu người yêu cầu đăng ký khai sinh lập văn bản cam đoan không đúng sự thật, cơ quan đăng ký sẽ làm gì?",Từ chối giải quyết hoặc đề nghị cơ quan có thẩm quyền hủy bỏ kết quả đăng ký hộ tịch.
"Khi người yêu cầu nộp bản chụp kèm bản chính để đăng ký khai sinh, người tiếp nhận phải làm gì?","Kiểm tra, đối chiếu bản chụp với bản chính và ký xác nhận."
"Sau khi tiếp nhận hồ sơ đăng ký khai sinh trực tiếp, cán bộ phải làm gì với hồ sơ giấy?","Thực hiện số hóa (sao chụp, chuyển thành tài liệu điện tử) và ký số vào tài liệu, hồ sơ."
"Nếu thông tin khai thác từ CSDLQG về dân cư không đủ khi làm thủ tục đăng ký khai sinh, người tiếp nhận sẽ làm gì?",Đề nghị người yêu cầu kê khai đầy đủ.
Người tiếp nhận hồ sơ sẽ khai thác thông tin trong CSDLQG về dân cư nếu người yêu cầu đăng ký khai sinh cung cấp những thông tin gì?,"Họ, chữ đệm, tên, ngày tháng năm sinh số định danh cá nhân/thẻ căn cước công dân/thẻ căn cước/chứng minh nhân dân/căn cước điện tử."
Khi nào người yêu cầu không phải tải lên giấy tờ nhân thân khi đăng ký khai sinh trực tuyến?,"Khi các thông tin cá nhân trong các giấy tờ này đã có trong CSDLQGVDC, CSDLHTĐT, được hệ thống điền tự động."
Khi nào người yêu cầu không phải xuất trình giấy tờ chứng minh nơi cư trú khi đăng ký khai sinh?,Khi các thông tin về giấy tờ chứng minh nơi cư trú đã được khai thác từ Cơ sở dữ liệu quốc gia về dân cư.
Ai là người ký Giấy khai sinh trước khi trả cho người dân?,Lãnh đạo UBND.
"Khi tra cứu tình trạng hôn nhân của cha mẹ để đăng ký khai sinh, kết quả được lưu trữ dưới dạng nào?",Được lưu trữ dưới dạng điện tử hoặc bản giấy.
"Khi nhận Giấy khai sinh, người yêu cầu cần kiểm tra thông tin trên những văn bản nào?",Kiểm tra thông tin trên Giấy khai sinh và trong Sổ đăng ký khai sinh.
